ts,symbol,side,price,qty,fee,fee_currency
2023-01-05T10:00:00Z,SOL/USDT,buy,9.32914524,85.79564143,0.80040000,USDT
2023-01-05T18:00:00Z,SOL/USDT,sell,9.70016449,85.79564143,0.83223183,USDT
2023-01-06T07:00:00Z,SOL/USDT,buy,9.33922428,85.96186581,0.80281714,USDT
2023-01-06T11:00:00Z,SOL/USDT,stop_sell,9.11229907,85.96186581,0.78331023,USDT
2023-01-06T12:00:00Z,SOL/USDT,buy,9.14443393,87.60835969,0.80112886,USDT
2023-01-06T15:00:00Z,SOL/USDT,sell,9.15912914,87.60835969,0.80241628,USDT
2023-01-10T18:00:00Z,SOL/USDT,buy,9.18335838,87.2342689,0.80110355,USDT
2023-01-11T03:00:00Z,SOL/USDT,sell,9.24295021,87.2342689,0.80630200,USDT
2023-01-16T05:00:00Z,SOL/USDT,buy,10.70002734,74.89616208,0.80139098,USDT
2023-01-16T17:00:00Z,SOL/USDT,sell,10.98816717,74.89616208,0.82297155,USDT
2023-01-19T18:00:00Z,SOL/USDT,buy,10.10551423,79.46040727,0.80298828,USDT
2023-01-20T06:00:00Z,SOL/USDT,sell,10.48734470,79.46040727,0.83332868,USDT
2023-01-21T01:00:00Z,SOL/USDT,buy,10.70040353,75.25751245,0.80528575,USDT
2023-01-21T06:00:00Z,SOL/USDT,sell,11.23938050,75.25751245,0.84584782,USDT
2023-01-26T10:00:00Z,SOL/USDT,buy,13.51434380,59.81793826,0.80840018,USDT
2023-01-26T10:00:00Z,SOL/USDT,stop_sell,13.19932075,59.81793826,0.78955615,USDT
2023-01-26T11:00:00Z,SOL/USDT,buy,13.13846395,61.40474331,0.80676401,USDT
2023-01-26T11:00:00Z,SOL/USDT,stop_sell,12.79498420,61.40474331,0.78567272,USDT
2023-01-26T12:00:00Z,SOL/USDT,buy,12.80833096,62.8456903,0.80494840,USDT
2023-01-27T01:00:00Z,SOL/USDT,sell,13.20333003,62.8456903,0.82977239,USDT
2023-02-01T13:00:00Z,SOL/USDT,buy,14.24809549,56.62542554,0.80680447,USDT
2023-02-02T01:00:00Z,SOL/USDT,stop_sell,13.86492936,56.62542554,0.78510753,USDT
2023-02-02T05:00:00Z,SOL/USDT,buy,13.09940543,61.44862332,0.80494043,USDT
2023-02-02T07:00:00Z,SOL/USDT,sell,12.96315318,61.44862332,0.79656792,USDT
2023-02-05T01:00:00Z,SOL/USDT,buy,10.98995123,73.17067132,0.80414211,USDT
2023-02-05T10:00:00Z,SOL/USDT,sell,11.68115450,73.17067132,0.85471792,USDT
2023-02-09T13:00:00Z,SOL/USDT,buy,15.16558100,53.2823254,0.80805742,USDT
2023-02-09T15:00:00Z,SOL/USDT,stop_sell,14.76180851,53.2823254,0.78654348,USDT
2023-02-09T16:00:00Z,SOL/USDT,buy,14.62826748,55.11300744,0.80620781,USDT
2023-02-09T17:00:00Z,SOL/USDT,sell,14.44388145,55.11300744,0.79604575,USDT
2023-02-12T02:00:00Z,SOL/USDT,buy,14.07867182,57.19759708,0.80526620,USDT
2023-02-12T10:00:00Z,SOL/USDT,stop_sell,13.65393012,57.19759708,0.78097199,USDT
2023-02-12T11:00:00Z,SOL/USDT,buy,13.65481099,58.82137276,0.80319473,USDT
2023-02-12T13:00:00Z,SOL/USDT,sell,13.41010759,58.82137276,0.78880094,USDT
